aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.9939	0.1581	0.5232	107.3608	-40.4053	106.2012
-1.0017	0.0659	0.3799	139.7705	-35.2783	92.5903
-0.9996	-0.0270	0.2355	160.0342	-25.7568	75.8667
-1.0332	-0.0652	0.1500	171.2036	-12.5122	61.4624
-1.0469	-0.1322	0.0721	181.4575	4.4556	56.1523
-1.0062	-0.2402	0.0215	189.6973	22.2168	58.3496
-0.9235	-0.3119	-0.0249	193.1152	35.7056	64.6973
-0.8462	-0.3505	-0.0868	192.0166	39.2456	74.4019
-0.8037	-0.3853	-0.1243	190.0635	42.4805	82.7637
-0.7599	-0.4667	-0.1520	184.4482	38.9404	92.2241
-0.7744	-0.4860	-0.1587	174.3774	27.4658	95.8862
-0.8353	-0.4545	-0.1859	165.1611	12.1460	93.8110
-0.8778	-0.4517	-0.2155	160.0952	-1.0986	88.8062
-0.9462	-0.4438	-0.2169	158.0811	-4.9438	77.3315
-1.0177	-0.4172	-0.2258	161.7432	1.4648	63.1104
-1.0824	-0.4111	-0.2395	169.3726	18.3716	51.3916
-1.0863	-0.4337	-0.2623	178.6499	39.9170	41.1377
-0.9783	-0.4425	-0.3082	183.5937	60.1196	32.1045
-0.8457	-0.4891	-0.3451	183.8989	77.6978	28.1372
-0.7308	-0.5591	-0.3855	174.4385	82.0923	26.0620
-0.6875	-0.5740	-0.3737	155.2734	70.0684	27.0386
-0.7177	-0.5625	-0.3457	133.9722	49.8657	30.5176
-0.7784	-0.5315	-0.3441	115.8447	29.1138	32.2876
-0.8184	-0.5385	-0.3458	100.2808	11.0474	34.7900
-0.8668	-0.5486	-0.3054	87.2192	0.0610	35.7666
-0.9125	-0.5162	-0.2709	77.1484	-6.8970	33.0811
-0.9379	-0.4622	-0.2306	72.0215	-7.9956	32.8979
-0.9250	-0.4561	-0.2272	73.6084	-2.9907	33.2642
-0.9175	-0.4766	-0.2191	75.9277	7.3853	30.8228
-0.9004	-0.4958	-0.2195	75.9277	18.7378	26.4893
-0.8699	-0.5096	-0.2190	73.9746	25.0244	21.6064
-0.8370	-0.5159	-0.2308	70.8008	29.2969	15.9912
-0.8054	-0.5231	-0.2297	66.4673	30.5176	11.7798
