aX	 aY 	 aZ	 gX	 gY	 gZ	
0.0281	-0.1792	0.2802	45.8984	23.2544	-2.9907
0.1589	-0.2168	0.0988	50.2319	2.5024	-4.0894
0.3209	-0.2816	-0.1400	51.7578	-27.8320	-5.3101
0.4473	-0.3694	-0.4286	46.2036	-66.1011	-6.4087
0.4365	-0.4309	-0.7333	31.1279	-105.7739	-9.5215
0.3230	-0.4471	-1.0293	8.7891	-134.5825	-17.6392
0.2434	-0.4198	-1.2958	-15.3809	-142.5171	-30.6396
0.2300	-0.4001	-1.4570	-37.6587	-128.7842	-44.1895
0.3260	-0.4845	-1.5149	-60.8521	-97.5952	-57.4341
0.4777	-0.5442	-1.4806	-91.1865	-60.9741	-71.0449
0.5690	-0.4918	-1.3129	-129.8218	-32.5317	-87.0361
0.5359	-0.3271	-1.0028	-172.6074	-18.3105	-107.2388
0.3555	-0.0903	-0.5703	-214.9048	-17.5781	-126.7700
0.1022	0.2183	-0.0548	-254.5776	-21.1182	-137.8174
-0.2069	0.5824	0.5406	-284.4238	-25.5737	-134.7656
-0.7053	0.9731	1.1831	-297.3633	-31.5552	-125.2441
-1.2360	1.3143	1.7756	-290.2222	-35.2173	-113.1592
-1.6807	1.5037	2.2856	-264.4653	-31.2500	-96.3135
-2.0377	1.5616	2.7058	-225.4028	-15.6250	-76.7212
-2.1904	1.5134	3.0293	-182.3120	7.9956	-56.5186
-2.0028	1.3834	3.1993	-142.3950	29.2358	-39.5508
-1.8683	1.2150	3.1184	-102.8442	35.9497	-26.2451
-1.5332	1.0322	3.1842	-60.3638	19.8364	-17.3950
-1.8556	1.1270	3.1460	-47.4854	-7.3242	-11.9629
-1.9304	0.9948	3.0446	-37.3535	-24.2310	-6.7749
-1.6871	1.1162	2.7875	-13.7329	-26.0010	7.3242
-1.5143	0.9185	2.4917	21.9116	-18.6768	25.5737
-1.2410	0.7437	2.1868	52.2461	-11.1084	32.1655
-0.9960	0.6001	1.8970	68.2373	-3.7842	38.5742
-0.7635	0.5288	1.6436	76.7822	0.4272	46.9971
-0.6261	0.4695	1.4139	83.9844	1.0376	50.9644
-0.5657	0.3959	1.2089	89.4165	1.2207	51.8799
-0.5027	0.3463	1.0289	92.0410	3.2959	52.6733
-0.4176	0.3068	0.8828	91.7969	8.2397	53.4668
-0.3763	0.2655	0.7671	89.1724	13.0615	52.6733
-0.3553	0.2422	0.6991	84.9609	18.3716	51.5747
-0.3240	0.2157	0.6621	80.7495	23.6816	50.7202
-0.2971	0.1855	0.6421	77.6978	28.3813	50.1099
-0.2988	0.1506	0.6327	74.9512	31.1279	47.9736
-0.2982	0.1195	0.6202	71.8384	32.5317	44.9219
-0.3112	0.0909	0.6163	67.9932	33.6304	42.4194
-0.3463	0.0692	0.6265	62.6221	35.8887	39.4287
-0.3665	0.0651	0.6477	57.8613	40.3442	35.7056
-0.3787	0.0686	0.6755	55.1147	47.3022	32.2876
-0.3861	0.0669	0.7020	54.6265	55.9082	29.2969
-0.3727	0.0653	0.7217	55.7861	64.3921	26.9165
-0.3462	0.0510	0.7352	58.0444	71.2891	25.2686
-0.3145	0.0315	0.7413	60.9131	74.5850	24.0479
-0.2935	0.0094	0.7411	63.2935	74.1577	22.6440
-0.2742	-0.0085	0.7452	65.4297	70.6177	21.6675
-0.2776	-0.0206	0.7611	66.2842	64.9414	20.9961
-0.2933	-0.0361	0.7721	65.9790	58.9600	20.9961
-0.3174	-0.0359	0.7806	64.9414	55.1758	19.8975
-0.3530	-0.0295	0.7860	64.0869	54.0161	17.5171
-0.3871	-0.0332	0.8015	64.4531	54.5654	15.2588
-0.4205	-0.0394	0.8124	64.3921	59.1431	13.3667
-0.4324	-0.0454	0.8170	66.1011	65.7349	12.1460
-0.4369	-0.0452	0.8167	68.1152	72.8760	11.7798
-0.4082	-0.0474	0.8083	72.1436	79.8340	14.6484
-0.3502	-0.0590	0.7927	76.9043	85.2051	19.2261
-0.2999	-0.0760	0.7748	81.2988	86.6089	23.3154
-0.2494	-0.1025	0.7336	85.1440	83.9844	24.8413
-0.1930	-0.1545	0.6824	87.0361	77.6978	23.5596
-0.1399	-0.2047	0.6219	85.0830	68.1152	20.8740
-0.0792	-0.2141	0.5524	79.2847	54.8706	16.6016
-0.0161	-0.1947	0.4479	71.4722	39.1846	10.0098
0.0496	-0.1523	0.3022	63.7207	21.1792	5.4932
0.1832	-0.0781	0.1302	59.3872	2.4414	4.5166
0.3883	0.0078	-0.1014	63.4155	-19.1650	4.5776
0.5479	0.0132	-0.4384	77.0874	-43.5791	0.2441
0.7050	-0.0834	-0.9205	92.5903	-70.4956	-9.8267
0.7301	-0.2848	-1.4797	95.2148	-98.3887	-25.2075
0.6354	-0.5311	-2.0281	74.3408	-117.4316	-42.4194
0.5397	-0.6892	-2.4703	26.4893	-122.5586	-58.7769
