aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.3741	-0.0157	0.5653	-62.2559	225.2808	119.8730
-0.3099	-0.0250	0.5887	-55.6641	214.5996	121.7651
-0.2905	-0.0314	0.6088	-52.1240	203.9185	121.8872
-0.2274	-0.0583	0.6317	-48.3398	195.5566	121.7651
-0.1405	-0.0718	0.6545	-45.7764	189.2090	120.9106
-0.0272	-0.0728	0.6732	-43.3960	179.5654	119.5068
0.1326	-0.1136	0.6981	-38.6963	161.2549	119.3848
0.2268	-0.1393	0.7256	-36.6821	138.4888	116.9434
0.2472	-0.1312	0.7373	-36.8652	112.9761	109.7412
0.2173	-0.1055	0.7583	-37.1094	88.5010	99.7314
0.1366	-0.0891	0.7820	-31.9824	65.3076	93.6279
0.1007	-0.0909	0.7982	-25.5737	54.1992	91.9800
0.1471	-0.1151	0.8087	-20.9351	54.3823	89.3555
0.2150	-0.1406	0.8130	-17.0898	53.8330	83.0688
0.2485	-0.1676	0.8237	-12.9395	48.2788	76.0498
0.2334	-0.1796	0.8396	-10.7422	42.9688	68.9087
0.2396	-0.2142	0.8427	-11.4136	38.6353	60.0586
0.2363	-0.2533	0.8308	-11.3525	30.0293	51.5137
0.2186	-0.2810	0.8218	-13.7939	22.8271	42.6636
0.1218	-0.2484	0.8312	-21.1792	19.4702	30.6396
0.0234	-0.1976	0.8572	-23.9868	13.7939	23.3154
-0.0310	-0.1614	0.8890	-24.7803	15.3198	24.2310
-0.0460	-0.1685	0.9180	-21.9116	17.7002	26.5503
-0.0314	-0.1902	0.9377	-16.0522	20.3247	28.6255
-0.0215	-0.2102	0.9523	-13.1836	25.6348	26.1841
0.0000	-0.2299	0.9667	-10.3149	24.4751	21.1792
0.0415	-0.2458	0.9729	-8.6670	21.0571	17.8833
0.0831	-0.2700	0.9669	-7.8125	13.5498	12.5732
0.0642	-0.2780	0.9548	-8.7891	2.1973	4.9438
-0.0599	-0.2480	0.9509	-9.9487	-10.3149	-2.7466
-0.2072	-0.2279	0.9481	-9.5825	-16.5405	-5.0659
-0.2673	-0.2145	0.9543	-8.4229	-13.6719	-4.0283
-0.2749	-0.2184	0.9590	-4.9438	-4.5776	0.6714
-0.2341	-0.2300	0.9747	-4.6387	7.2021	4.5776
-0.1587	-0.2461	0.9834	-2.5635	11.2305	6.9580
-0.0863	-0.2632	0.9906	-1.0986	10.6812	7.3853
-0.0520	-0.2697	0.9882	-0.8545	4.2725	3.0518
-0.0699	-0.2697	0.9763	0.9766	-7.8125	-0.3052
-0.1372	-0.2810	0.9563	0.7935	-15.9302	-2.8687
-0.2531	-0.2784	0.9385	0.5493	-21.1792	-6.8970
-0.3643	-0.2625	0.9336	0.0610	-17.6392	-8.4839
-0.3861	-0.2507	0.9362	-1.4038	-4.1504	-5.0659
-0.3339	-0.2683	0.9504	-2.5635	12.0239	-1.1597
-0.2625	-0.2639	0.9727	-1.3428	22.3389	1.9531
-0.1974	-0.2614	0.9874	-0.4883	30.0903	4.3335
-0.1272	-0.2703	0.9977	-1.2817	33.3252	3.8452
-0.0784	-0.2778	0.9976	0.3662	25.5737	2.3804
-0.0480	-0.2838	0.9902	0.0000	15.7471	1.4648
-0.0669	-0.2699	0.9811	-2.3193	5.4321	-1.7700
-0.0912	-0.2682	0.9755	-1.5869	-8.6670	-3.5400
-0.1425	-0.2382	0.9761	-1.2817	-16.1133	-3.5400
-0.2211	-0.2201	0.9772	-0.3662	-18.9209	-2.6245
-0.2422	-0.2308	0.9854	2.4414	-15.8081	1.5869
-0.2179	-0.2311	0.9951	4.0894	-6.5918	4.3335
-0.1812	-0.2296	1.0032	5.1880	3.8452	5.2490
-0.1390	-0.2330	1.0077	6.1035	12.6343	5.1880
-0.0568	-0.2585	1.0052	6.4087	19.1040	4.6997
0.0162	-0.2609	1.0056	6.2866	18.3716	1.8921
