aX	aY	aZ	gX	gY	gZ	
-0.8057	0.4456	0.7131	-31.2500	-47.7295	-175.3540
-0.8840	0.3997	0.7610	-26.0010	-38.1470	-171.5698
-0.9895	0.3503	0.8013	-21.3623	-28.8696	-167.1143
-1.1068	0.3274	0.8409	-18.3716	-19.8975	-162.1094
-1.2013	0.3185	0.8641	-15.5029	-10.2539	-157.0435
-1.2394	0.3197	0.8762	-12.4512	-0.0610	-151.1230
-1.2297	0.3232	0.8859	-9.2163	8.4229	-143.6768
-1.2206	0.3213	0.9050	-9.0332	13.7939	-136.9019
-1.2290	0.3209	0.9392	-11.8408	16.4795	-131.2256
-1.2634	0.3370	0.9701	-15.0146	16.6016	-125.5493
-1.3240	0.3755	0.9897	-17.0288	14.8926	-117.9199
-1.3955	0.4170	1.0031	-17.2729	13.2446	-109.0698
-1.4353	0.4485	1.0240	-14.7095	13.8550	-100.1587
-1.4368	0.4708	1.0233	-9.0332	15.5640	-90.5151
-1.3955	0.4852	1.0089	-2.0752	16.7847	-78.7964
-1.3428	0.4785	0.9863	5.7983	16.6016	-66.0400
-1.2924	0.4512	0.9623	13.1836	13.7939	-54.0771
-1.2389	0.4231	0.9429	17.1509	9.2773	-44.3115
-1.1827	0.4036	0.9146	17.9443	2.9297	-37.0483
-1.1455	0.3995	0.9041	15.8081	-5.3101	-30.3955
-1.1406	0.4111	0.8799	12.8174	-11.6577	-24.5361
-1.1531	0.4373	0.8442	11.0474	-13.1836	-21.4844
-1.1208	0.4603	0.8085	10.4980	-12.2070	-17.5781
-1.0588	0.4739	0.7826	11.8408	-10.1929	-12.0850
-1.0103	0.4742	0.7576	16.4185	-7.1411	-4.8218
-0.9507	0.4657	0.7185	22.6440	-3.9062	4.6997
-0.8748	0.4480	0.6858	28.4424	-1.8311	15.9912
-0.7937	0.4208	0.6564	32.8979	-1.0986	24.7192
-0.7322	0.3920	0.6229	35.0952	-2.5024	29.9683
-0.7020	0.3800	0.5934	34.6680	-6.9580	32.1045
-0.6904	0.3773	0.5679	32.4097	-12.7563	33.8135
-0.7007	0.3689	0.5427	27.9541	-18.9209	32.5928
-0.7087	0.3818	0.5231	21.1792	-25.5127	31.1890
-0.7458	0.3972	0.5005	14.5264	-30.4565	31.6772
-0.7965	0.3984	0.4794	9.6436	-31.7993	31.9824
-0.8206	0.4155	0.4542	6.2866	-29.3579	33.5083
-0.8325	0.4442	0.4344	3.9062	-25.0854	37.7808
